Offer ID (50),Offer Name,Number of Sender IDs,SMS Count,Sender IDs,VAS ID  (5),VAS Name,TPS,VAS ID  (7),VAS Name,TPS,VAS ID  (10),VAS Name,TPS
5f4665a455f2b000094305c5,MTNG AT EB Edifice USSD,1,100,111,5f341ad9d12c54000839fe6b,USSD VAS (200 TPS),200,6098c3c19c38a000085bcf7f,USSD VAS (50 TPS),50,5f6c79dc659a1c0009ad8479,USSD VAS (400 TPS),400
