Offer ID (50),Offer Name,Protocol,Access Point Options,Access Point Count,Dependent Product ID  (10),Dependent Product Name,Last Mile Backhaul,Capacity
5f7d8e9e2427a10008beed69,MTNG AT EB Enterprise WiFi,802.11ax,Juniper BT11,5,5f7cd42abac0ae00071bad1f,MTNG AT EB Dedicated Internet,Fibre,512
